iter	Passed	Remaining
423	1328	1805
424	1330	1800
425	1332	1794
426	1333	1789
427	1335	1784
428	1336	1779
429	1342	1779
430	1344	1774
431	1346	1769
432	1347	1764
433	1350	1760
434	1353	1757
435	1359	1758
436	1361	1753
437	1363	1749
438	1365	1744
439	1366	1739
440	1369	1735
441	1374	1735
442	1376	1730
443	1378	1725
444	1379	1720
445	1382	1717
446	1384	1713
447	1391	1714
448	1393	1709
449	1395	1705
450	1396	1700
451	1398	1695
452	1400	1691
453	1406	1691
454	1408	1687
455	1410	1682
456	1411	1677
457	1413	1672
458	1415	1668
459	1420	1667
460	1422	1663
461	1424	1658
462	1426	1654
463	1428	1649
464	1429	1644
465	1431	1640
466	1440	1643
467	1441	1639
468	1443	1634
469	1445	1629
470	1447	1625
471	1452	1625
472	1454	1620
473	1456	1616
474	1457	1611
475	1459	1606
476	1461	1602
477	1471	1606
478	1473	1602
479	1475	1598
480	1476	1593
481	1480	1590
482	1489	1594
483	1491	1590
484	1498	1591
485	1500	1586
486	1502	1582
487	1503	1577
488	1505	1573
489	1507	1568
490	1512	1568
491	1514	1563
492	1516	1559
493	1517	1554
494	1519	1550
495	1521	1545
496	1523	1541
497	1530	1542
498	1532	1538
499	1533	1533
500	1535	1529
501	1537	1525
502	1543	1525
503	1545	1521
504	1547	1516
505	1549	1512
506	1550	1508
507	1552	1503
508	1558	1503
509	1560	1499
510	1561	1494
511	1563	1490
512	1565	1485
513	1566	1481
514	1569	1478
515	1577	1480
516	1579	1475
517	1582	1472
518	1584	1468
519	1590	1468
520	1592	1464
521	1594	1459
522	1595	1455
523	1597	1451
524	1599	1446
525	1604	1446
526	1606	1442
527	1608	1437
528	1610	1433
529	1611	1429
530	1613	1425
531	1615	1421
532	1621	1420
533	1622	1416
534	1624	1411
535	1626	1407
536	1628	1403
537	1629	1399
538	1631	1395
539	1637	1395
540	1639	1390
541	1641	1386
542	1644	1384
543	1646	1380
544	1651	1378
545	1654	1375
546	1655	1371
547	1660	1369
548	1661	1365
549	1667	1364
550	1670	1360
551	1671	1356
552	1689	1365
553	1690	1361
554	1692	1357
555	1694	1352
556	1697	1350
557	1699	1346
558	1701	1341
559	1702	1337
560	1704	1333
561	1706	1329
562	1708	1326
563	1712	1323
564	1721	1325
565	1725	1323
566	1731	1322
567	1733	1318
568	1735	1314
569	1737	1310
570	1738	1306
571	1740	1302
572	1745	1301
573	1748	1297
574	1750	1293
575	1751	1289
576	1753	1285
577	1755	1281
578	1756	1277
579	1762	1276
580	1764	1272
581	1772	1272
582	1779	1272
583	1781	1269
584	1783	1264
585	1784	1260
586	1786	1256
587	1788	1253
588	1794	1252
589	1796	1248
590	1797	1244
591	1799	1240
592	1801	1236
593	1802	1232
594	1804	1228
595	1806	1224
596	1808	1220
597	1809	1216
598	1811	1212
599	1813	1208
600	1815	1205
601	1844	1219
602	1846	1215
603	1847	1211
604	1855	1211
605	1857	1207
606	1858	1203
607	1861	1200
608	1863	1196
609	1870	1195
610	1872	1191
611	1873	1188
612	1875	1184
613	1877	1180
614	1879	1176
615	1884	1174
616	1886	1170
617	1887	1166
618	1889	1163
619	1891	1159
620	1893	1155
621	1896	1152
622	1899	1149
623	1901	1145
624	1903	1141
625	1904	1138
626	1906	1134
627	1908	1130
628	1915	1129
629	1917	1126
630	1918	1122
631	1920	1118
632	1922	1114
633	1923	1110
634	1929	1109
635	1931	1105
636	1932	1101
637	1934	1097
638	1936	1094
639	1938	1090
640	1940	1086
641	1945	1084
642	1947	1081
643	1948	1077
644	1950	1073
645	1952	1069
646	1964	1071
647	1967	1068
648	1969	1065
649	1971	1061
650	1978	1060
651	1979	1056
652	1985	1054
653	1986	1051
654	1992	1049
655	1994	1045
656	1995	1042
657	1997	1038
658	1999	1034
659	2001	1030
660	2002	1027
661	2010	1026
662	2012	1022
663	2013	1019
664	2015	1015
665	2017	1011
666	2018	1007
667	2024	1006
668	2026	1002
669	2028	999
670	2030	995
671	2032	991
672	2034	988
673	2039	986
674	2041	982
675	2042	979
676	2044	975
677	2047	972
678	2050	969
679	2059	969
680	2060	965
681	2062	961
682	2064	958
683	2065	954
684	2067	950
685	2069	947
686	2071	943
687	2072	940
688	2074	936
689	2076	932
690	2081	930
691	2083	927
692	2085	923
693	2086	920
694	2088	916
695	2090	913
696	2092	909
697	2099	908
698	2101	904
699	2102	901
700	2104	897
701	2106	894
702	2107	890
703	2114	888
704	2115	885
705	2117	881
706	2119	878
707	2121	874
708	2123	871
709	2128	869
710	2131	866
711	2138	865
712	2140	861
713	2145	859
714	2147	855
715	2148	852
716	2150	848
717	2152	845
718	2153	841
719	2155	838
720	2157	834
721	2159	831
722	2160	827
723	2162	824
724	2164	821
725	2167	818
726	2169	814
727	2173	812
728	2175	808
729	2177	805
730	2178	801
731	2180	798
732	2183	795
733	2184	791
734	2186	788
735	2188	784
736	2190	781
737	2192	778
738	2197	776
739	2199	772
740	2201	769
741	2203	766
742	2205	762
743	2207	759
744	2211	757
745	2213	753
746	2215	750
747	2217	746
748	2220	744
749	2221	740
750	2223	737
751	2228	734
752	2229	731
753	2231	728
754	2233	724
755	2234	721
756	2236	717
757	2242	715
758	2243	712
759	2245	709
760	2247	705
761	2249	702
762	2250	699
763	2252	695
764	2257	693
765	2259	690
766	2261	686
767	2262	683
768	2264	680
769	2266	677
770	2268	673
771	2274	671
772	2275	668
773	2277	665
774	2279	661
775	2280	658
776	2282	655
777	2288	652
778	2290	649
779	2291	646
780	2293	643
781	2295	639
782	2297	636
783	2298	633
784	2373	650
785	2375	646
786	2377	643
787	2379	640
788	2381	636
789	2387	634
790	2388	631
791	2390	627
792	2394	625
793	2396	621
794	2403	619
795	2405	616
796	2406	613
797	2408	609
798	2411	606
799	2414	603
800	2416	600
801	2418	597
802	2420	593
803	2421	590
804	2423	587
805	2427	584
806	2431	581
807	2433	578
808	2435	575
809	2437	571
810	2439	568
811	2444	566
812	2446	562
813	2448	559
814	2450	556
815	2451	552
816	2453	549
817	2455	546
818	2461	543
819	2468	541
820	2470	538
821	2476	536
822	2478	533
823	2480	529
824	2482	526
825	2484	523
826	2486	520
827	2496	518
828	2497	515
829	2499	511
830	2502	508
831	2507	506
832	2509	503
833	2511	499
834	2512	496
835	2514	493
836	2516	490
837	2518	486
838	2524	484
839	2526	481
840	2531	478
841	2532	475
842	2538	472
843	2540	469
844	2542	466
845	2544	463
846	2546	459
847	2547	456
848	2549	453
849	2556	451
850	2558	447
851	2560	444
852	2562	441
853	2563	438
854	2565	435
855	2567	431
856	2569	428
857	2570	425
858	2572	422
859	2574	419
860	2576	415
861	2579	412
862	2580	409
863	2586	407
864	2588	403
865	2590	400
866	2591	397
867	2593	394
868	2595	391
869	2597	388
870	2603	385
871	2605	382
872	2607	379
873	2609	376
874	2611	373
875	2612	369
876	2618	367
877	2620	364
878	2622	360
879	2623	357
880	2625	354
881	2627	351
882	2633	348
883	2634	345
884	2636	342
885	2638	339
886	2644	336
887	2646	333
888	2648	330
889	2650	327
890	2652	324
891	2653	321
892	2660	318
893	2661	315
894	2663	312
895	2664	309
896	2666	306
897	2668	303
898	2670	299
899	2675	297
900	2677	294
901	2679	291
902	2680	287
903	2682	284
904	2684	281
905	2686	278
906	2692	276
907	2694	273
908	2696	269
909	2698	266
910	2699	263
911	2705	261
912	2706	257
913	2708	254
914	2710	251
915	2714	248
916	2720	246
917	2722	243
918	2723	240
919	2725	237
920	2727	233
921	2729	230
922	2735	228
923	2737	225
924	2739	222
925	2742	219
926	2744	216
927	2746	213
928	2752	210
929	2754	207
930	2756	204
931	2757	201
932	2759	198
933	2761	195
934	2766	192
935	2768	189
936	2770	186
937	2772	183
938	2775	180
939	2783	177
940	2785	174
941	2786	171
942	2788	168
943	2790	165
944	2792	162
945	2795	159
946	2797	156
947	2799	153
948	2801	150
949	2803	147
950	2804	144
951	2806	141
952	2814	138
953	2815	135
954	2817	132
955	2820	129
956	2822	126
957	2827	123
958	2829	120
959	2831	117
960	2832	114
961	2834	111
962	2836	108
963	2838	105
964	2844	103
965	2846	100
966	2847	97
967	2849	94
968	2851	91
969	2853	88
970	2858	85
971	2860	82
972	2862	79
973	2863	76
974	2866	73
975	2868	70
976	2874	67
977	2876	64
978	2877	61
979	2879	58
980	2881	55
981	2882	52
982	2884	49
983	2886	46
984	2888	43
985	2889	41
986	2891	38
987	2893	35
988	2894	32
989	2901	29
990	2902	26
991	2904	23
992	2906	20
993	2907	17
994	2909	14
995	2911	11
996	2917	8
997	2918	5
998	2920	2
999	2922	0
